0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0.427555;-0.595699;-0.740951;-0.857729;-0.941544;-0.989177;-0.998795;-0.970031;-0.903989;-0.803208;-0.671559;-0.514103;-0.33689;-0.14673;0.0490677;0.24298;0.427555;0.595699;0.740951;0.857729;0.941544;0.989177;0.998795;0.970031;0.903989;0.803208;0.671559;0.514103;0.33689;0.14673;-0.0490677;-0.24298
-0.427555;-0.595699;-0.740951;-0.857729;-0.941544;-0.989177;-0.998795;-0.970031;-0.903989;-0.803208;-0.671559;-0.514103;-0.33689;-0.14673;0.0490677;0.24298;0.427555;0.595699;0.740951;0.857729;0.941544;0.989177;0.998795;0.970031;0.903989;0.803208;0.671559;0.514103;0.33689;0.14673;-0.0490677;-0.24298
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.03125
